Key,Duplicate,Semantic number,Scrape Name,Cleaned Name,Scrape Identifier,Object (what is it?),Year,Ety. type,2nd Ety. type,Etymology,Full Expansion/Phrase,1st Jargon,1st Jargon Type Connection,2nd Jargon,2nd Jargon Type Connection,END/RECURSIVE?,Explanation,Cultural Heritage (CH),CH Subclass,CH Last Class,Version Numbering?,Source,Additional Information,3rd Jargon,3rd Jargon Type Connection,4th Jargon,4th Jargon Type Connection
200,N,1,GAP,GAP,PL,PL,1986,Acronym,,,"Group, Algorithms and Programming",,,,,,,,,,,,,,,,
201,N,1,G-code,G-code,PL,PL,1950s,Technical,,,,,,,,,"The ""G"" refers to one of the most common prefixes used in the language",,,,,,,,,,
202,N,1,GDScript (Godot),Godot,PL,PL,2014,Product,,,Godot Script,Godot,Attribution,,,,"Godot refers to the character ""Godot"" from ""Waiting for Godot"" by Samuell Beckett",,,,,,,,,,
203,N,1,Genie,Genie,PL,PL,2008,,,,,,,,,,Needs more research.,,,,,,,,,,
204,N,1,GDL (Geometric Description Language),GDL,PL,PL,1982 (?),Acronym,,,Geometric Description Language,,,,,,Used in the Archicad software,,,,,,,,,,
205,N,1,GEORGE,GEORGE,PL,PL,1957,Abbreviation,,,General Order Generator,,,,,,,,,,,,,,,,
206,N,1,GLSL (OpenGL Shading Language),GLSL,PL,PL,<2004,,,,OpenGL Shading Language,OpenGL,,,,,,,,,,,,,,,
207,N,1,GNU E,GNU E,PL,PL,1991,Acronym,,,Exodus,Exodus (software),,,,,,,,,,,,,,,
208,N,1,GNU Guile (GNU Ubiquitous Intelligent Language for Extensions),GNU Guile,PL,PL,1993,Acronym,,,GNU Ubiquitous Intelligent Language for Extensions,GNU,,,,,,,,,,,,,,,
209,N,1,Go!,Go!,PL,PL,2003,,,,,,,,,,,,,,,,,,,,
210,N,1,GOAL (Game Oriented Assembly Lisp),GOAL,PL,PL,2001,Acronym,,,Game Oriented Assembly Lisp,Lisp,,,,,,,,,,,,,,,
211,N,1,Gödel,Gödel,PL,PL,,Attribution,,,,,,,,,Dedicated to Kurt Gödel,,,,,,,,,,
212,N,1,Golo,Golo,PL,PL,2012,,,,,,,,,,,,,,,,,,,,
213,N,1,GOM (Good Old Mad),GOM,PL,PL,<1985,Acronym,,,Good Old Mad,Mad,,,,,,,,,,,,,,,
214,N,1,Google Apps Script,Google Apps Script,PL,PL,2009,,,,,Google,,JavaScript,,,,,,,,,,,,,
215,N,1,Gosu,Gosu,PL,PL,2002,Abbreviation,,,GScript (initial name),,,,,,,,,,,,,,,,
216,N,1,GOTRAN (IBM 1620),GOTRAN,PL,PL,1959,Abbreviation,,,,Fortran,,load and go,,,,,,,,,,,,,
217,N,1,GPSS (General Purpose Simulation System),GPSS,PL,PL,1960s,Acronym,,,Gordon's Programmable Simulation System,,,,,,,,,,,,,,,,
218,N,1,GraphTalk (Computer Sciences Corporation),GraphTalk,PL,PL,,,,,,,,,,,,,,,,,,,,,
219,N,1,GRASS,GRASS,PL,PL,1974,Abbreviation,,,GRAphics Symbiosis System,,,,,,,,,,,,,,,,
220,N,1,Grasshopper,Grasshopper,PL,PL,2007,Word,,,,,,,,,Runs with Rhinoceros,Animal,Name,Grashopper,,,,,,,
221,N,1,Groovy (Apache Groovy),Groovy,PL,PL,2003,Word,,,,,,,,,,,,,,,,,,,
222,N,1,Hack,Hack,PL,PL,2014,Functional,,,,,,,,,"Based on php, so its by nature a bit hacky",,,,,,,,,,
223,N,1,HAGGIS,HAGGIS,PL,PL,2010,Cultural,,,,,,,,,Relates to the scottish food,Food,,,,,,,,,
224,N,1,HAL/S,HAL/S,PL,PL,1973,Acronym,,,High-order Assembly Language/Shuttle,,,,,,,,,,,,,,,,
225,N,1,Halide (programming language),Halide,PL,PL,2012,??,,,,,,,,,,,,,,,,,,,
226,N,1,Hamilton C shell,Hamilton C shell,PL,PL,1988,Attribution,Technical,,,C,,shell,,,"Named after its creator, Nicole Hamilton",,,,,,,,,,
227,N,1,Harbour,Harbour,PL,PL,1999,Thematic,,,,,,,,,"Like ""clipper"" which it was based on, ""harbour"" has a ship theme",,,,,,,,,,
228,N,1,Hartmann pipelines,Hartmann pipelines,PL,PL,,,,,,,,,,UNSURE,Not a programming language,,,,,,,,,,
229,N,1,Haskell,Haskell,PL,PL,1990,Attribution,,,,Haskell Curry,,,,,Dedicated to Haskell Curry,,,,,,,,,,
230,N,1,Haxe,Haxe,PL,PL,2005,None,,,,,,,,,See https://web.archive.org/web/20070328232003/http://lists.motion-twin.com/pipermail/haxe/2007-March/007897.html,,,,,,,,,,
231,N,1,Hermes,Hermes,PL,PL,,Attribution,,,,,,,,,"Hermes, the greek God",,,,,,,,,,
232,N,1,High Level Assembly (HLA),High Level Assembly,PL,PL,,Phrase,,,,,,,,,,,,,,,,,,,
233,N,1,HLSL,HLSL,PL,PL,~1998,Acronym,Phrase,,High Level Shading Language,,,,,,,,,,,,,,,,
234,N,1,Hollywood,Hollywood,PL,PL,2002,Thematic,,,,,,,,,Named because it creates multimedia things,,,,,,,,,,
235,N,1,HolyC (TempleOS),HolyC,PL,PL,2005,Thematic,,,Holy C,C,,,,,"Named alongside its OS, TempleOS, which has a strong bible theme. Used to have other names: https://en.wikipedia.org/wiki/TempleOS",,,,,,,,,,
236,N,1,Hop,Hop,PL,PL,2006,Thematic,,,,,,,,,Kangaroo themes,Animal,Logo,Kangaroo,,,,,,,
237,N,1,Hopscotch,Hopscotch,PL,PL,,Artifact,,,,,,,,,Based ont he ancient Greek (?) hopping game,,,,,,,,,,
238,N,1,Hope,Hope,PL,PL,,Attribution,Location,,,,,,,,"Named after the park where the AI building was located at the University of Edinborough, which was named after Sir Thomas Hope",,,,,,,,,,
239,N,1,Hume,Hume,PL,PL,2000,Attribution,,,,David Hume,,,,,Dedicated to David Hume,,,,,,,,,,
240,N,1,HyperTalk,HyperTalk,PL,PL,1987,,,,,,,,,,,,,,,,,,,,
241,N,1,Icon,Icon,PL,PL,1977,Word,,,,,,,,,"""The name Icon is not an acronym, nor does it stand for anything in particular, although the word iconoclastic was mentioned when the name was chosen. """,,,,,,,,,,
242,N,1,IBM Basic assembly language,IBM Basic assembly language,PL,PL,1964,Phrase,,,Basic Assembly Language,IBM,,,,,,,,,,,,,,,
243,N,1,IBM HAScript,IBM HAScript,PL,PL,1990s,Abbreviation,,,Host Access Script,IBM,,,,,,,,,,,,,,,
244,N,1,IBM Informix-4GL,IBM Informix-4GL,PL,PL,,Company,,,Informix-4GL,Informix,,4GL,,,,,,,,,,,,,
245,N,1,IBM RPG,IBM RPG,PL,PL,1959,Acronym,,,Report Program Generator,,,,,,,,,,,,,,,,
246,N,1,IDL,IDL,PL,PL,1977,Acronym,,,Interactive Data Language,,,,,,,,,,,,,,,,
247,N,1,Idris,Idris,PL,PL,2007,Cultural,,,,,,,,,"Named after the dragon ""Idris"" in the television show ""Ivor the Engine""",,,,,,,,,,
248,N,1,Inform,Inform,PL,PL,1993,Functional,,,,,,,,,Programmign language for interactive visual media,,,,,,,,,,
249,N,1,ISLISP,ISLISP,PL,PL,2007?,Acronym,,,,IS,Acronym,LISP,Acronym,,,,,,,,,,,,
250,N,1,J# (J sharp),J#,PL,PL,1990,Technical,,,,J++,,,,,Based its verisioning off of the C standard,,,,,,,,,,
251,N,1,J++ (J plus plus),J++,PL,PL,,,,,,Java,C++,,,,,,,,YES,,,,,,
252,N,1,JADE,JADE,PL,PL,1996,Company,,,,,,,,,Jade Software Company,Rock,,,,,,,,,
253,N,1,Jai,Jai,PL,PL,,Attribution,,,,,,,,,"Suspected. Seems to be named after the author's first name, Jonathan",,,,,,,,,,
254,N,1,JAL,JAL,PL,PL,2003,Acronym,,,Just Another Language,,,,,,,,,,,,,,,,
255,N,1,Janus (concurrent constraint programming language),Janus (1),PL,PL,1990,Attribution,Technical,,,Janus,,,,,"Janus, as in the Roman God of Duality. Refers to the duality of variables in the language",Mythology,,,,,,,,,
256,N,1,Janus (time-reversible computing programming language),Janus (2),PL,PL,1982,Attribution,Technical,,,Janus,,,,,"Janus, as in the Roman God of Duality. Refers to the forward and backward computation possibliy by inversion, within the language",Mythology,,,,,,,,,
257,N,1,JASS,JASS,PL,PL,<1998,Acronym,,,Just Another Scripting Syntax,,,,,,,,,,,,,,,,
258,N,1,Java,Java,PL,PL,1995,Food,,,,,,,,,"Coffee theme. Based on ""Java Coffee""",,,,,,,,,,
259,N,1,JavaFX Script,JavaFX Script,PL,PL,2009,Play-on-words,Technical,,Java Effects,Java,,,,,,,,,,,,,,,
260,N,1,JavaScript,JavaScript,PL,PL,1995,Relation,,,,Java,,,,,https://stackoverflow.com/questions/2018731/why-is-javascript-called-javascript-since-it-has-nothing-to-do-with-java,,,,,,,,,,
261,N,1,Jess,Jess,PL,PL,2008,Relation,Girl's Name,,,Java,,,,,,,,,,,,,,,
262,N,1,JCL,JCL,PL,PL,~1966,Acronym,,,Job Control Language,,,,,,,,,,,,,,,,
263,N,1,JEAN,JEAN,PL,PL,<1970,Acronym,,,JOSS Extended and Adapted for Nineteen-hundred,JOSS,,,,,,,,,,,,,,,
264,N,1,Join Java,Join Java,PL,PL,,Technical,Relation,,,Join-calculus,,Java,,,,,,,,,,,,,
265,N,1,JOSS,JOSS,PL,PL,<1970s,Acronym,,,JOHNNIAC Open Shop System,JOHNNIAC,,,,,,,,,,,,,,,
266,N,1,Joule,Joule,PL,PL,1994,Functional,,,,,,,,,"Language uses only control flow, so the programmer species flow (which in physical systems has energy) instead of making declaritive statements",,,,,,,,,,
267,N,1,JOVIAL,JOVIAL,PL,PL,1960,Acronym,,,Jules' Own Version[5] of the International Algebraic Language; International Algorithmic Language,,,,,,,,,,,,,,,,
268,N,1,Joy,Joy,PL,PL,2001,Attribution,Girl's Name,,,Bill Joy,,,,,"Best theory so far: Attribution to Bill Joy, a prominent computer programmer in the 80s. Perhaps it came from the fact, that its author programmed for fun (he is a psychologist/philosopher)",,,,,,,,,,
269,N,1,JScript,JScript,PL,PL,1996,Relation,,,,JavaScript,,,,,"Done like this, so that they didnt have to argue with sun microsystems about the trademark",,,,,,,,,,
270,N,1,JScript .NET,JScript .NET,PL,PL,<2000,Relation,,,,JScript,,.NET,,,,,,,,,,,,,
271,N,1,Julia,Julia,PL,PL,2012,None,Girl's Name,,,,,,,,"""There's no good reason, really. It just seemed like a pretty name.""[",,,,,,,,,,
272,N,1,Jython,Jython,PL,PL,2001,Relation,Relation,,,Java,,Python,,,,,,,,,,,,,
273,N,1,Kaleidoscope,Kaleidoscope,PL,PL,<1993,??,,,,,,,,UNSURE,,,,,,,,,,,
274,N,1,Karel,Karel,PL,PL,1981,Attribution,Boy's Name,,,Karel Čapek,,,,,"Dedicated to Karel Čapek, the originator of the idea of a ""robot""",,,,,,,,,,
275,N,1,KEE,KEE,PL,PL,1980<,Acronym,,,(Knowledge Engineering Environment,,,,,,,,,,,,,,,,
276,N,1,Kixtart,Kixtart,PL,PL,1991,Play-on-words,,,,,,,,,"""Kick start""",,,,,,,,,,
277,N,1,Klerer-May System,Klerer-May System,PL,PL,~1965,Attribution,,,,Melvin Klerer,,Jack May,,,Dedicated to Melvin Klerer and Jack May,,,,,,,,,,
278,N,1,KIF (Knowledge Interchange Format),KIF,PL,PL,<1999,Acronym,,,Knowledge Interchange Format,,,,,,,,,,,,,,,,
279,N,1,Kojo,Kojo,PL,PL,2012,,,,,,,,,UNSURE,,,,,,https://books.google.ch/books?id=YwGmFDO8uv4C&pg=PA54&redir_esc=y#v=onepage&q&f=false,,,,,
280,N,1,Kotlin,Kotlin,PL,PL,2011,Thematic,,,,Java,Thematic,,,,"Named after the island of Kotlin near St. PEtersburg, given that its strong influence, Java, is also named after an island",,,,,,,,,,
281,N,1,KRC,KRC,PL,PL,1981,Acronym,,,Kent Recursive Calculato,Kent,Location,,,,,,,,,,,,,,
282,N,1,KRL,KRL,PL,PL,1976,Acronym,,,knowledge representation language,,,,,,,,,,,,,,,,
283,N,1,KUKA Robot Language,KUKA Robot Language,PL,PL,<2011,Company,,,KUKA,,,,,,,,,,,,,,,,
284,N,1,KRYPTON,KL-ONE,PL,PL,,Abbreviation,,,Knowledge Representation 1,,,,,,,,,,YES,,,,,,
285,N,1,KornShell (ksh),KornShell,PL,PL,1983,Attribution,,,,David Korn,,,,,Named after its creator David Korn,,,,,,,,,,
286,N,1,Kodu,Kodu,PL,PL,2009,Company,,,,,,,,,Needs more rearch,,,,,,,,,,
287,N,1,Kv (Kivy),Kv,PL,PL,2011,Company,,,,Kivy,,,,,Needs more research,,,,,,,,,,
288,N,1,LabVIEW,LabVIEW,PL,PL,1986,Abbreviation,,,Laboratory Virtual Instrument Engineering Workbench,,,,,,,,,,,,,,,,
289,N,1,Ladder,Ladder,PL,PL,,Functional,,,,,,,,,Refers to how the end program written in the language can be understood,,,,,,,,,,
290,N,1,LANSA,LANSA,PL,PL,1987,,,,,,,,,,Is this a programmign language?,,,,,,,,,,
291,N,1,Lasso,Lasso,PL,PL,1995,Functional,,,,,,,,,"Refers to the ""Lasso"" tool in imaging software",Animal,Logo,Rhinoceros,,,,,,,
292,N,1,Lava,Lava,PL,PL,,,,,,,,,,,,Rock,,,,,,,,,
293,N,1,LC-3,LC-3,PL,PL,,Acronym,,,Little Computer 3,,,,,,,,,,,,,,,,
294,N,1,Lean,Lean,PL,PL,,,,,,,,,,,"Needs more research. Perhaps referring to the functional aspect of programming only the maths, thus making it 'lean'",,,,,,,,,,
295,N,1,Legoscript,Legoscript,PL,PL,,Company,,,,Lego,,,,,Named for lego mindstorms,,,,,,,,,,
296,N,1,LIL,LIL,PL,PL,<1974,,,,Little Implementation Language,,,,,,,,,,,,,,,,
297,N,1,LilyPond,LilyPond,PL,PL,1996,Thematic,,,,Rosegarden,,,,,,Location;Plant,,,,,,,,,
298,N,1,Limbo,Limbo,PL,PL,1995,Thematic,,,Inferno,,,,,,Named after Dante's levels of hell,,,,,,,,,,
299,N,1,Limnor,Limnor,PL,PL,,,,,,,,,,,Dead Link,,,,,,,,,,
300,N,1,LINC,LINC,PL,PL,,Acronym,,,Logic and Information Network Compiler,,,,,,,,,,,,,,,,
301,N,1,Lingo,Lingo,PL,PL,1989,,,,,,,,,,,,,,,,,,,,
302,N,1,LINQ,LINQ,PL,PL,2007,Abbreviation,,,Language Integrated Query,,,,,,,,,,,,,,,,
303,N,1,LIS,LIS,PL,PL,,Acronym,,,Language d'Implementation de Systèmes,,,,,,,Language,,,,,,,,,
304,N,1,LISA,LISA,PL,PL,1997,Acronym,Girl's Name,,Language for Instruction Set Architectures,,,,,,,,,,,,,,,,
305,N,1,Language H,Language H,PL,PL,1962,Attribution,,,,John C Harwell,,,,,"Suspected to be named after a guy named ""John C Harwell""",,,,,,,,,,
306,N,1,Lisp,Lisp,PL,PL,1958,Abbreviation,,,LISt Processor,,,,,,,,,,,,,,,,
307,N,1,Lite-C,Lite-C,PL,PL,2007,,,,,C,,,,,Uses a subset of the C language,,,,,,,,,,
308,N,1,Lithe,Lithe,PL,PL,1982,Functional,,,,,,,,,Describes how the language functions (you can create your own syntax),,,,,,,,,,
309,N,1,Little b,Little b,PL,PL,2004,Acronym;Name,,,,Smalltalk,Name,B,Name,,"Originally ""b"", to distinguish from B, ""little"" was added to ""pay homage"" to Smalltalk",,,,,https://en.wikipedia.org/wiki/Little_b_(programming_language),,,,,
310,N,1,LLL,LLL,PL,PL,??,Acronym;Name,,,Low Level LISP,LISP,,,,,,,,,,,,,,,
311,N,1,Logo,Logo,PL,PL,1967,Word,,,,,,,,,"Logus, from Greek, ""thought"", ""word""",Language,,,,,,,,,
312,N,1,Logtalk,Logtalk,PL,PL,1998,,,,,Prolog,Name,Smalltalk,Name,,,,,,,,,,,,
313,N,1,LotusScript,LotusScript,PL,PL,<1996,,,,,Lotus Notes,Name,,,,,,,,,,,,,,
314,N,1,LPC,LPC,PL,PL,,Acronym,,,Lars Pensjö ?,,,,,,"Named after the creator, though the 'c' is unknown as far as I can tell. Reading about it, it doesn't seem to be 'code' (""the LPC programming language..."")",,,,,https://en.wikipedia.org/wiki/LPMud#cite_note-bartle-mudlib-4,,,,,
315,N,1,LSE,LSE,PL,PL,<1970s,Acronym,,,Langage symbolique d'enseignement,,,,,,,Language,,,,,,,,,
316,N,1,LSL,LSL,PL,PL,,Acronym,,,Linden Scripting Language,Linden,Company,,,,,,,,,https://wiki.secondlife.com/wiki/LSL_Portal,,,,,
317,N,1,LiveCode,LiveCode,PL,PL,2001,Structure,,,,,,,,,"Has the same structure as its previous name, MetaTalk and Revolutin. Needs more research",,,,,,,,,,
318,N,1,LiveScript,LiveScript,PL,PL,2011,Structure,,,,JavaScript,Structure,,,,,,,,,,,,,,
319,N,1,Lua,Lua,PL,PL,1993,Cultural,,,,,,,,,"Portugese for ""moon""",Language,,,,,,,,,
320,N,1,Lucid,Lucid,PL,PL,1976,Functional,,,,,,,,,"To describe its goal, i.e. lucidity in parallel programming",,,,,,,,,,
321,N,1,Lustre,Lustre,PL,PL,<1985,,,,,,,,,,,,,,,,,,,,
322,N,1,LYaPAS,LYaPAS,PL,PL,1964,Acronym,,,LYaPAS/ЛЯПАС,,,,,,,Language,,,,,ЛЯПАС,,,,
323,N,1,Lynx,Lynx,PL,PL,1984,,,,,,,,,UNSURE,No idea,Animal,Name,Lynx,,,,,,,
324,N,1,M Formula language,M Formula language,PL,PL,2012,Acronym,,,mashup,,,,,,,,,,,,,,,,
325,N,1,M2001,M2001,PL,PL,1998,Semi-Acronym,,,Morphism 2001,,,,,UNSURE,Etymology is pure speculation,,,,,,,,,,
326,N,1,Machine code,Machine code,PL,PL,1804,Functional,,,,,,,,,,,,,,,,,,,
327,N,1,MAD,MAD,PL,PL,1959,Acronym,,,Michigan Algorithm Decoder,Michigan,,,,,,Location,,,,,,,,,
328,N,1,MAD/I,MAD/I,PL,PL,,,,,MAD/independent,MAD,Relation,,,,,,,,,,,,,,
329,N,1,Magik,Magik,PL,PL,1989,Functional,,,,,,,,,,,,,,,,,,,
330,N,1,Magma,Magma,PL,PL,<2006,Technical,,,,magma,,,,,"Based on the algebraic structure called ""magma""",Rock,,,,,,,,,
331,N,1,Máni,Máni,PL,PL,??,Word,,,,,,,,,"Means ""moon"" in old norse",Language,,,,,,,,,
332,N,1,Maple,Maple,PL,PL,,Company,,,Maple Software,,,,,,Refers to the canadian national tree,Plant;Location,,,,,,,,,
333,N,1,MAPPER,MAPPER,PL,PL,<1980s,Semi-Acronym,,,"MAintain, Prepare, and Produce Executive Reports",,,,,,,,,,,,,,,,
334,N,1,MARK-IV,MARK-IV,PL,PL,<1971,None,,,,,,,,,,,,,YES,,,,,,
335,N,1,Mary,Mary,PL,PL,1974,Attribution,Girl's name,,,,,,,,Needs more research,,,,,,,,,,
336,N,1,MATLAB,MATLAB,PL,PL,<1979,Abbreviation,,,Matrix Laboratory,,,,,,,,,,,,,,,,
337,N,1,MASM Microsoft Assembly x86,MASM,PL,PL,1981,Abbreviation,,,Microsoft Macro Assembler,,,,,,,,,,,,,,,,
338,N,1,MATH-MATIC,MATH-MATIC,PL,PL,1957,,,,,,,,,,"Similar naming to the UNIVAC, where it was firs tused",,,,,,,,,,
339,N,1,Maude system,Maude system,PL,PL,,,,,,,,,,,Needs more research,,,,,,http://maude.cs.illinois.edu/w/index.php/The_Maude_System:About,,,,
340,N,1,Maxima,Maxima,PL,PL,1982,Technical,,,,,,,,,Speculative: Refers to the maximization function in mathematics,,,,,,,,,,
341,N,5,Macsyma,Macsyma,PL,PL,,,,,,,,,,,,,,,,,,,,,
342,N,1,Max,Max,PL,PL,1985,Attribution,,,,Max Matthews,,,,,"Dedicated to Max Matthews, ""a pioneer of computer music""",,,,,https://en.wikipedia.org/wiki/Max_Mathews,,,,,
343,N,1,MaxScript,MaxScript,PL,PL,1996?,Product,,,,Autodesk 3ds Max,,,,,Refers to the product Autodesk 3ds Max,,,,,,,,,,
344,N,1,Maya (MEL),Maya,PL,PL,1998?,Product,,,,Maya,,,,,,,,,,,,,,,
345,N,1,MDL,MDL,PL,PL,1971,Acronym,,,Model Development Language,,,,,,Colloquial acronym: More Datatypes than Lisp,,,,,,,,,,
346,N,1,Mercury,Mercury,PL,PL,1995,,,,,,,,,,Needs more research,,,,,,https://mercurylang.org/contact.html,,,,
347,N,1,Mesa,Mesa,PL,PL,1976,Thematic,,,,,,,,,"""because Mesa is a ""high level"" programming language.""",,,,,https://en.wikipedia.org/wiki/Mesa_(programming_language),,,,,
348,N,1,MHEG-5 (Interactive TV programming language),MHEG-5,PL,PL,1997,,,,Multimedia and Hypermedia Experts Group,,,,,,,,,,YES,,Refers to what part of the standard (ISO 13522) the standard is written as,,,,
349,N,1,Microcode,Microcode,PL,PL,,,,,,,,,,,,,,,,,,,,,
350,N,5,Microsoft Power Fx,Microsoft Power Fx,PL,PL,2021,Company,,,,Microsoft,,,,,,,,,,,,,,,
351,N,1,MIIS,MIIS,PL,PL,1964,Acronym,,,Meditech Interpretive Information System,,,,,,,,,,,,,,,,
352,N,1,Milk (programming language),Milk,PL,PL,2015?,Drink,,,,,,,,,,,,,,,,,,,
353,N,1,MIMIC,MIMIC,PL,PL,1964,Functional,,,,,,,,,Used for simulations,,,,,,,,,,
354,N,1,Mirah,Mirah,PL,PL,2016,Thematic,Girl's Name,,,,,,,,Continues the theme of gen stones in the ruby ecosystem,Rock;Language,,,,,,,,,
355,N,1,Miranda,Miranda,PL,PL,1985,Functional,Girl's Name,,,,,,,,"Refers to the latin word ""surprising"", or ""to be wondered at""",Language,,,,,,,,,
356,N,1,MIVA Script,MIVA Script,PL,PL,1996,Company,,,,,,,,,Refers to the company Miva,,,,,,,,,,
357,N,1,Model 204,Model 204,PL,PL,1965,,,,,,,,,UNSURE,,,,,,,,,,,
358,N,1,Modelica,Modelica,PL,PL,1997,Functional,,,,,,,,,,,,,,,,,,,
359,N,1,Malbolge,Malbolge,PL,PL,1998,Thematic,,,,,,,,,"Refers to the 8th circle of hell, malebolge",,,,,,,,,,
360,N,1,Modula,Modula,PL,PL,1975,Functional,,,,,,,,,The language works on a module system,,,,,,,,,,
361,N,1,Modula-2,Modula-2,PL,PL,1978,Relation,,,,Modula,,,,,,,,,,,,,,,
362,N,1,Modula-3,Modula-3,PL,PL,1988,Relation,,,,Modula,,,,,,,,,,,,,,,
363,N,1,Mohol,Mohol,PL,PL,~1961,Acronym,,,"Machine Oriented High Order Languages,",,,,,,Only called by dijkstra this way`,,,,,https://en.wikipedia.org/wiki/System_programming_language,,,,,
364,N,1,MOO,MOO,PL,PL,1990,Acronym,,,"MUD, object-oriented",MUD,Relation,,,,,,,,,,,,,,
365,N,1,Mortran,Mortran,PL,PL,1981,Abbreviation,,,More Fortran,Fortran,Relation,,,,,,,,,,,,,,
366,N,1,Mouse,Mouse,PL,PL,<1980,Thematic,,,,Musys,,,,,"A small language design to teach compiler basics. Derives from the Musys language, which shares a similar name",Animal,Name,Mouse,,,,,,,
367,N,1,MPD,MPD,PL,PL,<2000,Acronym,,,"Multithreaded, Parallel, and Distributed Programming",,,,,,,,,,,,,,,,
368,N,1,MSL,MSL,PL,PL,1995,Acronym,,,mIRC scripting language,mIRC,,,,,,,,,,,,,,,
369,N,1,MUMPS,MUMPS,PL,PL,1966,Acronym,,,Massachusetts General Hospital Utility Multi-Programming System,Massachusetts,,,,,,,,,,,,,,,
370,N,1,MuPAD,MuPAD,PL,PL,,Abbreviation,,,Formula Paderborn,,,,,,"""mu"" abbreviation is speculative",,,,,,,,,,
371,N,1,Mutan,Mutan,PL,PL,,,,,,,,,,,Needs more research,,,,,,https://github.com/obscuren/mutan,,,,
372,N,1,Mystic Programming Language,Mystic Programming Language,PL,PL,1997,Product,,,,,,,,,Refers to the Mystic Bulletin Board System,,,,,,,,,,
373,N,1,NASM,NASM,PL,PL,1996,Abbreviation,,,Netwide Assembler,,,,,,,,,,,,,,,,
374,N,1,Napier88,Napier88,PL,PL,1988,Location,,,,,,,,,"Refers to the year it was created. Speculative: Though invented at St. Andrews univeristy, napier univeristy in Edinborough seems to have a close connection to it",,,,,,,,,,
375,N,1,Neko,Neko,PL,PL,2005,Attribution,,,,Nicholas Cannasse,,,,,"Speculative: Named after the creator/maintainer, Nicholas Cannasse",,,,,,,,,,
376,N,1,Nemerle,Nemerle,PL,PL,2003,Attribution,,,,Archmage Nemmerle,,,,,"Named after Archmage Nemmerle, from the book ""The Wizard of Earthsea"", by Ursula K. LeGuin",,,,,,,,,,
377,N,1,NESL,NESL,PL,PL,1995,Abbreviation,,,,,,,,,Speculative: Nested __ (?) Language,,,,,,,,,,
378,N,1,Net.Data,Net.Data,PL,PL,,,,,,,,,,,,,,,,,,,,,
379,N,1,NetLogo,NetLogo,PL,PL,1999,Relation,,,,Logo,,,,,,,,,,,,,,,
380,N,1,NetRexx,NetRexx,PL,PL,1996,Relation,,,,REXX,,,,,REXX implementation for Java,,,,,,,,,,
381,N,1,NewLISP,NewLISP,PL,PL,1991,Relation,,,,Lisp,,,,,,,,,,,,,,,
382,N,1,NEWP,NEWP,PL,PL,,Abbreviation,,,New Executive Programming Languag,,,,,,"Multiple etymologies (folklore):
Nearly Every Word Pascal
No Executive Washroom Privileges
NEW Programming language",,,,,,,,,,
383,N,1,Newspeak,Newspeak,PL,PL,2006,Cultural,,,,,,,,,"Comes from the book ""1984""",Artifact,,,,,,,,,
384,N,1,NewtonScript,NewtonScript,PL,PL,1993,Product,,,,Newton (product),,,,,,,,,,https://en.wikipedia.org/wiki/NewtonScript,,,,,
385,N,1,Nial,Nial,PL,PL,1981,Acronym,,,Nested Interactive Array Language,,,,,,Uses a viking ship as its logo,Artifact,,,,,,,,,
386,N,1,Nickle,Nickle,PL,PL,2001,,,,,,,,,,,,,,,,,,,,
387,N,2,NITIN,NITIN,PL,PL,,,,,,,,,,,,,,,,,,,,,
388,N,1,Nim,Nim,PL,PL,2008,Attribution,,,,Nimrod,,,,,Named after the biblical figure,Language,,,,,,,,,
389,N,1,Nix (Systems configuration language),Nix,PL,PL,,,,,,,,,,,,,,,,,,,,,
390,N,1,NPL,NPL,PL,PL,1974,Acronym,,,Nord Programming Language,,,,,,inspired by the norwegian creator,,,,,,,,,,
391,N,1,Not eXactly C,Not eXactly C,PL,PL,2006,Product,,,,C,Relation,,,,Named using the Lego mindstorms NXT product,,,,,,,,,,
392,N,1,Not Quite C,Not Quite C,PL,PL,2004,Product,,,,C,Relation,,,,Named after the Lego mindstorms RCX product,,,,,,,,,,
393,N,1,NSIS,NSIS,PL,PL,2000,Acronym,,,,Nullsoft,Company,,,,,,,,,,,,,,
394,N,1,NWScript,NWScript,PL,PL,2002,Abbreviation,,,Neverwinter Nights Script,Neverwinter Nights,Product,,,,,,,,,,,,,,
395,N,1,NXT-G,NXT-G,PL,PL,2006,Product,,,Lego Mindstorms NXT,,,,,,Named using the Lego mindstorms NXT product,,,,,,,,,,
396,N,1,Oak,Oak,PL,PL,1989,,,,,,,,,,Named after the oka tree outside of the developers office,Plant,,,,,"""Duke"", the mascot for Oak later became javas mascot",,,,
397,N,1,Oberon,Oberon,PL,PL,1987,Relation,,,,Oberon (moon),,,,,,,,,,,,,,,
398,N,1,OBJ2,OBJ2,PL,PL,1970<,,,,,,,,,,,,,,YES,,,,,,
399,N,1,Object Lisp,Object Lisp,PL,PL,<1985,,,,,Object Oriented Programming,,LISP,Relation,,,,,,,,,,,,
400,N,1,ObjectLOGO,ObjectLOGO,PL,PL,??,,,,,,,,,,,,,,,,,,,,
401,N,1,Object REXX,Object REXX,PL,PL,1988,Phrase,,Phrase,,Object Oriented Programming,,REXX,,,,,,,,,,,,,
402,N,1,Object Pascal,Object Pascal,PL,PL,,,,,,Object Oriented Programming,,Pascal,,,,,,,,,,,,,
